"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Bosnia and Herz. (BA)","26.03.2021 05:00 - 26.03.2021 06:00 (CET)","N/A","261","N/A","N/A","998","N/A","N/A","N/A","N/A","N/A","N/A","N/A","426","N/A","N/A","N/A","N/A","n/e","N/A","n/e","8"
"Bosnia and Herz. (BA)","26.03.2021 06:00 - 26.03.2021 07:00 (CET)","N/A","257","N/A","N/A","1017","N/A","N/A","N/A","N/A","N/A","N/A","N/A","923","N/A","N/A","N/A","N/A","n/e","N/A","n/e","5"
"Bosnia and Herz. (BA)","26.03.2021 07:00 - 26.03.2021 08:00 (CET)","N/A","259","N/A","N/A","993","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1165","N/A","N/A","N/A","N/A","n/e","N/A","n/e","4"
"Bosnia and Herz. (BA)","26.03.2021 08:00 - 26.03.2021 09:00 (CET)","N/A","271","N/A","N/A","988","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1323","N/A","N/A","N/A","N/A","n/e","N/A","n/e","3"
"Bosnia and Herz. (BA)","26.03.2021 09:00 - 26.03.2021 10:00 (CET)","N/A","269","N/A","N/A","1003","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1314","N/A","N/A","N/A","N/A","n/e","N/A","n/e","4"
"Bosnia and Herz. (BA)","26.03.2021 10:00 - 26.03.2021 11:00 (CET)","N/A","273","N/A","N/A","1010","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1187","N/A","N/A","N/A","N/A","n/e","N/A","n/e","2"
"Bosnia and Herz. (BA)","26.03.2021 11:00 - 26.03.2021 12:00 (CET)","N/A","253","N/A","N/A","996","N/A","N/A","N/A","N/A","N/A","N/A","N/A","927","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","26.03.2021 12:00 - 26.03.2021 13:00 (CET)","N/A","272","N/A","N/A","801","N/A","N/A","N/A","N/A","N/A","N/A","N/A","780","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","26.03.2021 13:00 - 26.03.2021 14:00 (CET)","N/A","271","N/A","N/A","1017","N/A","N/A","N/A","N/A","N/A","N/A","N/A","779","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","26.03.2021 14:00 - 26.03.2021 15:00 (CET)","N/A","271","N/A","N/A","1013","N/A","N/A","N/A","N/A","N/A","N/A","N/A","757","N/A","N/A","N/A","N/A","n/e","N/A","n/e","6"
"Bosnia and Herz. (BA)","26.03.2021 15:00 - 26.03.2021 16:00 (CET)","N/A","271","N/A","N/A","1012","N/A","N/A","N/A","N/A","N/A","N/A","N/A","820","N/A","N/A","N/A","N/A","n/e","N/A","n/e","18"
"Bosnia and Herz. (BA)","26.03.2021 16:00 - 26.03.2021 17:00 (CET)","N/A","0","N/A","N/A","1220","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1052","N/A","N/A","N/A","N/A","n/e","N/A","n/e","27"
"Bosnia and Herz. (BA)","26.03.2021 17:00 - 26.03.2021 18:00 (CET)","N/A","272","N/A","N/A","829","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1235","N/A","N/A","N/A","N/A","n/e","N/A","n/e","25"
"Bosnia and Herz. (BA)","26.03.2021 18:00 - 26.03.2021 19:00 (CET)","N/A","274","N/A","N/A","907","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1586","N/A","N/A","N/A","N/A","n/e","N/A","n/e","17"
"Bosnia and Herz. (BA)","26.03.2021 19:00 - 26.03.2021 20:00 (CET)","N/A","273","N/A","N/A","876","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1705","N/A","N/A","N/A","N/A","n/e","N/A","n/e","4"
"Bosnia and Herz. (BA)","26.03.2021 20:00 - 26.03.2021 21:00 (CET)","N/A","273","N/A","N/A","870","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1634","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","26.03.2021 21:00 - 26.03.2021 22:00 (CET)","N/A","274","N/A","N/A","791","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1402","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","26.03.2021 22:00 - 26.03.2021 23:00 (CET)","N/A","410","N/A","N/A","640","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1061","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","26.03.2021 23:00 - 27.03.2021 00:00 (CET)","N/A","410","N/A","N/A","789","N/A","N/A","N/A","N/A","N/A","N/A","N/A","967","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","27.03.2021 00:00 - 27.03.2021 01:00 (CET)","N/A","274","N/A","N/A","789","N/A","N/A","N/A","N/A","N/A","N/A","N/A","397","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","27.03.2021 01:00 - 27.03.2021 02:00 (CET)","N/A","274","N/A","N/A","769","N/A","N/A","N/A","N/A","N/A","N/A","N/A","268","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","27.03.2021 02:00 - 27.03.2021 03:00 (CET)","N/A","274","N/A","N/A","724","N/A","N/A","N/A","N/A","N/A","N/A","N/A","267","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","27.03.2021 03:00 - 27.03.2021 04:00 (CET)","N/A","274","N/A","N/A","714","N/A","N/A","N/A","N/A","N/A","N/A","N/A","265","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","27.03.2021 04:00 - 27.03.2021 05:00 (CET)","N/A","274","N/A","N/A","723","N/A","N/A","N/A","N/A","N/A","N/A","N/A","277","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","27.03.2021 05:00 - 27.03.2021 06:00 (CET)","N/A","274","N/A","N/A","760","N/A","N/A","N/A","N/A","N/A","N/A","N/A","330","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","27.03.2021 06:00 - 27.03.2021 07:00 (CET)","N/A","274","N/A","N/A","833","N/A","N/A","N/A","N/A","N/A","N/A","N/A","631","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","27.03.2021 07:00 - 27.03.2021 08:00 (CET)","N/A","273","N/A","N/A","867","N/A","N/A","N/A","N/A","N/A","N/A","N/A","841","N/A","N/A","N/A","N/A","n/e","N/A","n/e","2"
"Bosnia and Herz. (BA)","27.03.2021 08:00 - 27.03.2021 09:00 (CET)","N/A","273","N/A","N/A","929","N/A","N/A","N/A","N/A","N/A","N/A","N/A","990","N/A","N/A","N/A","N/A","n/e","N/A","n/e","3"
"Bosnia and Herz. (BA)","27.03.2021 09:00 - 27.03.2021 10:00 (CET)","N/A","258","N/A","N/A","964","N/A","N/A","N/A","N/A","N/A","N/A","N/A","971","N/A","N/A","N/A","N/A","n/e","N/A","n/e","6"
"Bosnia and Herz. (BA)","27.03.2021 10:00 - 27.03.2021 11:00 (CET)","N/A","273","N/A","N/A","1006","N/A","N/A","N/A","N/A","N/A","N/A","N/A","903","N/A","N/A","N/A","N/A","n/e","N/A","n/e","9"
"Bosnia and Herz. (BA)","27.03.2021 11:00 - 27.03.2021 12:00 (CET)","N/A","273","N/A","N/A","1015","N/A","N/A","N/A","N/A","N/A","N/A","N/A","944","N/A","N/A","N/A","N/A","n/e","N/A","n/e","9"
"Bosnia and Herz. (BA)","27.03.2021 12:00 - 27.03.2021 13:00 (CET)","N/A","272","N/A","N/A","1018","N/A","N/A","N/A","N/A","N/A","N/A","N/A","740","N/A","N/A","N/A","N/A","n/e","N/A","n/e","9"
"Bosnia and Herz. (BA)","27.03.2021 13:00 - 27.03.2021 14:00 (CET)","N/A","271","N/A","N/A","1002","N/A","N/A","N/A","N/A","N/A","N/A","N/A","588","N/A","N/A","N/A","N/A","n/e","N/A","n/e","15"
"Bosnia and Herz. (BA)","27.03.2021 14:00 - 27.03.2021 15:00 (CET)","N/A","270","N/A","N/A","1013","N/A","N/A","N/A","N/A","N/A","N/A","N/A","521","N/A","N/A","N/A","N/A","n/e","N/A","n/e","15"
"Bosnia and Herz. (BA)","27.03.2021 15:00 - 27.03.2021 16:00 (CET)","N/A","271","N/A","N/A","1016","N/A","N/A","N/A","N/A","N/A","N/A","N/A","510","N/A","N/A","N/A","N/A","n/e","N/A","n/e","16"
"Bosnia and Herz. (BA)","27.03.2021 16:00 - 27.03.2021 17:00 (CET)","N/A","271","N/A","N/A","977","N/A","N/A","N/A","N/A","N/A","N/A","N/A","766","N/A","N/A","N/A","N/A","n/e","N/A","n/e","17"
"Bosnia and Herz. (BA)","27.03.2021 17:00 - 27.03.2021 18:00 (CET)","N/A","272","N/A","N/A","933","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1182","N/A","N/A","N/A","N/A","n/e","N/A","n/e","12"
"Bosnia and Herz. (BA)","27.03.2021 18:00 - 27.03.2021 19:00 (CET)","N/A","273","N/A","N/A","938","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1340","N/A","N/A","N/A","N/A","n/e","N/A","n/e","8"
"Bosnia and Herz. (BA)","27.03.2021 19:00 - 27.03.2021 20:00 (CET)","N/A","230","N/A","N/A","915","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1283","N/A","N/A","N/A","N/A","n/e","N/A","n/e","6"
"Bosnia and Herz. (BA)","27.03.2021 20:00 - 27.03.2021 21:00 (CET)","N/A","273","N/A","N/A","939","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1276","N/A","N/A","N/A","N/A","n/e","N/A","n/e","9"
"Bosnia and Herz. (BA)","27.03.2021 21:00 - 27.03.2021 22:00 (CET)","N/A","274","N/A","N/A","958","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1138","N/A","N/A","N/A","N/A","n/e","N/A","n/e","6"
"Bosnia and Herz. (BA)","27.03.2021 22:00 - 27.03.2021 23:00 (CET)","N/A","274","N/A","N/A","955","N/A","N/A","N/A","N/A","N/A","N/A","N/A","865","N/A","N/A","N/A","N/A","n/e","N/A","n/e","8"
"Bosnia and Herz. (BA)","27.03.2021 23:00 - 28.03.2021 00:00 (CET)","N/A","274","N/A","N/A","953","N/A","N/A","N/A","N/A","N/A","N/A","N/A","653","N/A","N/A","N/A","N/A","n/e","N/A","n/e","5"
"Bosnia and Herz. (BA)","28.03.2021 00:00 - 28.03.2021 01:00 (CET)","N/A","270","N/A","N/A","951","N/A","N/A","N/A","N/A","N/A","N/A","N/A","246","N/A","N/A","N/A","N/A","n/e","N/A","n/e","3"
"Bosnia and Herz. (BA)","28.03.2021 01:00 - 28.03.2021 02:00 (CET)","N/A","0","N/A","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","28.03.2021 02:00 - 28.03.2021 03:00 (CET)","","","","","","","","","","","","","","","","","","","","",""
"Bosnia and Herz. (BA)","28.03.2021 03:00 - 28.03.2021 04:00 (CET)","N/A","100","N/A","N/A","427","N/A","N/A","N/A","N/A","N/A","N/A","N/A","83","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","28.03.2021 04:00 - 28.03.2021 05:00 (CET)","N/A","68","N/A","N/A","233","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","28.03.2021 05:00 - 28.03.2021 06:00 (CET)","N/A","68","N/A","N/A","237","N/A","N/A","N/A","N/A","N/A","N/A","N/A","48","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","28.03.2021 06:00 - 28.03.2021 07:00 (CET)","N/A","68","N/A","N/A","247","N/A","N/A","N/A","N/A","N/A","N/A","N/A","65","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","28.03.2021 07:00 - 28.03.2021 08:00 (CET)","N/A","68","N/A","N/A","248","N/A","N/A","N/A","N/A","N/A","N/A","N/A","110","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","28.03.2021 08:00 - 28.03.2021 09:00 (CET)","N/A","68","N/A","N/A","247","N/A","N/A","N/A","N/A","N/A","N/A","N/A","144","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","28.03.2021 09:00 - 28.03.2021 10:00 (CET)","N/A","68","N/A","N/A","247","N/A","N/A","N/A","N/A","N/A","N/A","N/A","151","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","28.03.2021 10:00 - 28.03.2021 11:00 (CET)","N/A","68","N/A","N/A","245","N/A","N/A","N/A","N/A","N/A","N/A","N/A","148","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","28.03.2021 11:00 - 28.03.2021 12:00 (CET)","N/A","68","N/A","N/A","244","N/A","N/A","N/A","N/A","N/A","N/A","N/A","132","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","28.03.2021 12:00 - 28.03.2021 13:00 (CET)","N/A","67","N/A","N/A","244","N/A","N/A","N/A","N/A","N/A","N/A","N/A","114","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","28.03.2021 13:00 - 28.03.2021 14:00 (CET)","N/A","67","N/A","N/A","245","N/A","N/A","N/A","N/A","N/A","N/A","N/A","103","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","28.03.2021 14:00 - 28.03.2021 15:00 (CET)","N/A","68","N/A","N/A","243","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","28.03.2021 15:00 - 28.03.2021 16:00 (CET)","N/A","67","N/A","N/A","247","N/A","N/A","N/A","N/A","N/A","N/A","N/A","94","N/A","N/A","N/A","N/A","n/e","N/A","n/e","5"
"Bosnia and Herz. (BA)","28.03.2021 16:00 - 28.03.2021 17:00 (CET)","N/A","68","N/A","N/A","257","N/A","N/A","N/A","N/A","N/A","N/A","N/A","167","N/A","N/A","N/A","N/A","n/e","N/A","n/e","6"
"Bosnia and Herz. (BA)","28.03.2021 17:00 - 28.03.2021 18:00 (CET)","N/A","68","N/A","N/A","251","N/A","N/A","N/A","N/A","N/A","N/A","N/A","223","N/A","N/A","N/A","N/A","n/e","N/A","n/e","6"
"Bosnia and Herz. (BA)","28.03.2021 18:00 - 28.03.2021 19:00 (CET)","N/A","68","N/A","N/A","255","N/A","N/A","N/A","N/A","N/A","N/A","N/A","270","N/A","N/A","N/A","N/A","n/e","N/A","n/e","6"
"Bosnia and Herz. (BA)","28.03.2021 19:00 - 28.03.2021 20:00 (CET)","N/A","68","N/A","N/A","254","N/A","N/A","N/A","N/A","N/A","N/A","N/A","301","N/A","N/A","N/A","N/A","n/e","N/A","n/e","2"
"Bosnia and Herz. (BA)","28.03.2021 20:00 - 28.03.2021 21:00 (CET)","N/A","68","N/A","N/A","255","N/A","N/A","N/A","N/A","N/A","N/A","N/A","271","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","28.03.2021 21:00 - 28.03.2021 22:00 (CET)","N/A","68","N/A","N/A","255","N/A","N/A","N/A","N/A","N/A","N/A","N/A","189","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","28.03.2021 22:00 - 28.03.2021 23:00 (CET)","N/A","59","N/A","N/A","240","N/A","N/A","N/A","N/A","N/A","N/A","N/A","150","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","28.03.2021 23:00 - 29.03.2021 00:00 (CET)","N/A","68","N/A","N/A","255","N/A","N/A","N/A","N/A","N/A","N/A","N/A","74","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","29.03.2021 00:00 - 29.03.2021 01:00 (CET)","N/A","69","N/A","N/A","254","N/A","N/A","N/A","N/A","N/A","N/A","N/A","43","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","29.03.2021 01:00 - 29.03.2021 02:00 (CET)","N/A","68","N/A","N/A","249","N/A","N/A","N/A","N/A","N/A","N/A","N/A","33","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","29.03.2021 02:00 - 29.03.2021 03:00 (CET)","N/A","69","N/A","N/A","250","N/A","N/A","N/A","N/A","N/A","N/A","N/A","29","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","29.03.2021 03:00 - 29.03.2021 04:00 (CET)","N/A","69","N/A","N/A","250","N/A","N/A","N/A","N/A","N/A","N/A","N/A","28","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","29.03.2021 04:00 - 29.03.2021 05:00 (CET)","N/A","69","N/A","N/A","255","N/A","N/A","N/A","N/A","N/A","N/A","N/A","67","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","29.03.2021 05:00 - 29.03.2021 06:00 (CET)","N/A","68","N/A","N/A","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","161","N/A","N/A","N/A","N/A","n/e","N/A","n/e","2"
"Bosnia and Herz. (BA)","29.03.2021 06:00 - 29.03.2021 07:00 (CET)","N/A","69","N/A","N/A","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","234","N/A","N/A","N/A","N/A","n/e","N/A","n/e","6"
"Bosnia and Herz. (BA)","29.03.2021 07:00 - 29.03.2021 08:00 (CET)","N/A","68","N/A","N/A","274","N/A","N/A","N/A","N/A","N/A","N/A","N/A","301","N/A","N/A","N/A","N/A","n/e","N/A","n/e","5"
"Bosnia and Herz. (BA)","29.03.2021 08:00 - 29.03.2021 09:00 (CET)","N/A","273","N/A","N/A","1101","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1225","N/A","N/A","N/A","N/A","n/e","N/A","n/e","20"
"Bosnia and Herz. (BA)","29.03.2021 09:00 - 29.03.2021 10:00 (CET)","N/A","274","N/A","N/A","1107","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1243","N/A","N/A","N/A","N/A","n/e","N/A","n/e","24"
"Bosnia and Herz. (BA)","29.03.2021 10:00 - 29.03.2021 11:00 (CET)","N/A","274","N/A","N/A","1112","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1181","N/A","N/A","N/A","N/A","n/e","N/A","n/e","27"
"Bosnia and Herz. (BA)","29.03.2021 11:00 - 29.03.2021 12:00 (CET)","N/A","0","N/A","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","29.03.2021 12:00 - 29.03.2021 13:00 (CET)","N/A","273","N/A","N/A","1122","N/A","N/A","N/A","N/A","N/A","N/A","N/A","773","N/A","N/A","N/A","N/A","n/e","N/A","n/e","33"
"Bosnia and Herz. (BA)","29.03.2021 13:00 - 29.03.2021 14:00 (CET)","N/A","271","N/A","N/A","1107","N/A","N/A","N/A","N/A","N/A","N/A","N/A","702","N/A","N/A","N/A","N/A","n/e","N/A","n/e","39"
"Bosnia and Herz. (BA)","29.03.2021 14:00 - 29.03.2021 15:00 (CET)","N/A","272","N/A","N/A","1090","N/A","N/A","N/A","N/A","N/A","N/A","N/A","704","N/A","N/A","N/A","N/A","n/e","N/A","n/e","28"
"Bosnia and Herz. (BA)","29.03.2021 15:00 - 29.03.2021 16:00 (CET)","N/A","271","N/A","N/A","1120","N/A","N/A","N/A","N/A","N/A","N/A","N/A","764","N/A","N/A","N/A","N/A","n/e","N/A","n/e","31"
"Bosnia and Herz. (BA)","29.03.2021 16:00 - 29.03.2021 17:00 (CET)","N/A","227","N/A","N/A","1057","N/A","N/A","N/A","N/A","N/A","N/A","N/A","719","N/A","N/A","N/A","N/A","n/e","N/A","n/e","51"
"Bosnia and Herz. (BA)","29.03.2021 17:00 - 29.03.2021 18:00 (CET)","N/A","273","N/A","N/A","1132","N/A","N/A","N/A","N/A","N/A","N/A","N/A","883","N/A","N/A","N/A","N/A","n/e","N/A","n/e","58"
"Bosnia and Herz. (BA)","29.03.2021 18:00 - 29.03.2021 19:00 (CET)","N/A","273","N/A","N/A","1116","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1062","N/A","N/A","N/A","N/A","n/e","N/A","n/e","73"
"Bosnia and Herz. (BA)","29.03.2021 19:00 - 29.03.2021 20:00 (CET)","N/A","273","N/A","N/A","1075","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1266","N/A","N/A","N/A","N/A","n/e","N/A","n/e","78"
"Bosnia and Herz. (BA)","29.03.2021 20:00 - 29.03.2021 21:00 (CET)","N/A","273","N/A","N/A","1065","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1278","N/A","N/A","N/A","N/A","n/e","N/A","n/e","86"
"Bosnia and Herz. (BA)","29.03.2021 21:00 - 29.03.2021 22:00 (CET)","N/A","273","N/A","N/A","1074","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1230","N/A","N/A","N/A","N/A","n/e","N/A","n/e","65"
"Bosnia and Herz. (BA)","29.03.2021 22:00 - 29.03.2021 23:00 (CET)","N/A","273","N/A","N/A","1081","N/A","N/A","N/A","N/A","N/A","N/A","N/A","950","N/A","N/A","N/A","N/A","n/e","N/A","n/e","54"
"Bosnia and Herz. (BA)","29.03.2021 23:00 - 30.03.2021 00:00 (CET)","N/A","273","N/A","N/A","1058","N/A","N/A","N/A","N/A","N/A","N/A","N/A","668","N/A","N/A","N/A","N/A","n/e","N/A","n/e","63"
"Bosnia and Herz. (BA)","30.03.2021 00:00 - 30.03.2021 01:00 (CET)","N/A","272","N/A","N/A","1035","N/A","N/A","N/A","N/A","N/A","N/A","N/A","354","N/A","N/A","N/A","N/A","n/e","N/A","n/e","68"
"Bosnia and Herz. (BA)","30.03.2021 01:00 - 30.03.2021 02:00 (CET)","N/A","0","N/A","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","30.03.2021 02:00 - 30.03.2021 03:00 (CET)","N/A","272","N/A","N/A","1025","N/A","N/A","N/A","N/A","N/A","N/A","N/A","67","N/A","N/A","N/A","N/A","n/e","N/A","n/e","85"
"Bosnia and Herz. (BA)","30.03.2021 03:00 - 30.03.2021 04:00 (CET)","N/A","272","N/A","N/A","1027","N/A","N/A","N/A","N/A","N/A","N/A","N/A","88","N/A","N/A","N/A","N/A","n/e","N/A","n/e","76"
"Bosnia and Herz. (BA)","30.03.2021 04:00 - 30.03.2021 05:00 (CET)","N/A","274","N/A","N/A","1017","N/A","N/A","N/A","N/A","N/A","N/A","N/A","215","N/A","N/A","N/A","N/A","n/e","N/A","n/e","75"
"Bosnia and Herz. (BA)","30.03.2021 05:00 - 30.03.2021 06:00 (CET)","N/A","274","N/A","N/A","1023","N/A","N/A","N/A","N/A","N/A","N/A","N/A","377","N/A","N/A","N/A","N/A","n/e","N/A","n/e","70"
"Bosnia and Herz. (BA)","30.03.2021 06:00 - 30.03.2021 07:00 (CET)","N/A","274","N/A","N/A","1029","N/A","N/A","N/A","N/A","N/A","N/A","N/A","860","N/A","N/A","N/A","N/A","n/e","N/A","n/e","58"
"Bosnia and Herz. (BA)","30.03.2021 07:00 - 30.03.2021 08:00 (CET)","N/A","273","N/A","N/A","1075","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1081","N/A","N/A","N/A","N/A","n/e","N/A","n/e","57"
"Bosnia and Herz. (BA)","30.03.2021 08:00 - 30.03.2021 09:00 (CET)","N/A","273","N/A","N/A","1087","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1221","N/A","N/A","N/A","N/A","n/e","N/A","n/e","64"
"Bosnia and Herz. (BA)","30.03.2021 09:00 - 30.03.2021 10:00 (CET)","N/A","273","N/A","N/A","1091","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1253","N/A","N/A","N/A","N/A","n/e","N/A","n/e","33"
"Bosnia and Herz. (BA)","30.03.2021 10:00 - 30.03.2021 11:00 (CET)","N/A","273","N/A","N/A","1093","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1290","N/A","N/A","N/A","N/A","n/e","N/A","n/e","48"
"Bosnia and Herz. (BA)","30.03.2021 11:00 - 30.03.2021 12:00 (CET)","N/A","273","N/A","N/A","1096","N/A","N/A","N/A","N/A","N/A","N/A","N/A","991","N/A","N/A","N/A","N/A","n/e","N/A","n/e","69"
"Bosnia and Herz. (BA)","30.03.2021 12:00 - 30.03.2021 13:00 (CET)","N/A","272","N/A","N/A","1090","N/A","N/A","N/A","N/A","N/A","N/A","N/A","924","N/A","N/A","N/A","N/A","n/e","N/A","n/e","72"
"Bosnia and Herz. (BA)","30.03.2021 13:00 - 30.03.2021 14:00 (CET)","N/A","271","N/A","N/A","1041","N/A","N/A","N/A","N/A","N/A","N/A","N/A","829","N/A","N/A","N/A","N/A","n/e","N/A","n/e","79"
"Bosnia and Herz. (BA)","30.03.2021 14:00 - 30.03.2021 15:00 (CET)","N/A","271","N/A","N/A","1068","N/A","N/A","N/A","N/A","N/A","N/A","N/A","761","N/A","N/A","N/A","N/A","n/e","N/A","n/e","83"
"Bosnia and Herz. (BA)","30.03.2021 15:00 - 30.03.2021 16:00 (CET)","N/A","267","N/A","N/A","1206","N/A","N/A","N/A","N/A","N/A","N/A","N/A","865","N/A","N/A","N/A","N/A","n/e","N/A","n/e","85"
"Bosnia and Herz. (BA)","30.03.2021 16:00 - 30.03.2021 17:00 (CET)","N/A","271","N/A","N/A","1132","N/A","N/A","N/A","N/A","N/A","N/A","N/A","833","N/A","N/A","N/A","N/A","n/e","N/A","n/e","93"
"Bosnia and Herz. (BA)","30.03.2021 17:00 - 30.03.2021 18:00 (CET)","N/A","272","N/A","N/A","1082","N/A","N/A","N/A","N/A","N/A","N/A","N/A","881","N/A","N/A","N/A","N/A","n/e","N/A","n/e","87"
"Bosnia and Herz. (BA)","30.03.2021 18:00 - 30.03.2021 19:00 (CET)","N/A","273","N/A","N/A","1084","N/A","N/A","N/A","N/A","N/A","N/A","N/A","990","N/A","N/A","N/A","N/A","n/e","N/A","n/e","85"
