"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Bosnia and Herz. (BA)","14.08.2021 02:00 - 14.08.2021 03:00 (CET)","N/A","729","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","31","106","N/A","N/A","N/A","N/A","n/e","N/A","n/e","40"
"Bosnia and Herz. (BA)","14.08.2021 03:00 - 14.08.2021 04:00 (CET)","N/A","809","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","16","89","N/A","N/A","N/A","N/A","n/e","N/A","n/e","38"
"Bosnia and Herz. (BA)","14.08.2021 04:00 - 14.08.2021 05:00 (CET)","N/A","844","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","16","95","N/A","N/A","N/A","N/A","n/e","N/A","n/e","44"
"Bosnia and Herz. (BA)","14.08.2021 05:00 - 14.08.2021 06:00 (CET)","N/A","870","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","16","64","N/A","N/A","N/A","N/A","n/e","N/A","n/e","44"
"Bosnia and Herz. (BA)","14.08.2021 06:00 - 14.08.2021 07:00 (CET)","N/A","858","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","34","225","N/A","N/A","N/A","N/A","n/e","N/A","n/e","47"
"Bosnia and Herz. (BA)","14.08.2021 07:00 - 14.08.2021 08:00 (CET)","N/A","864","N/A","N/A","N/A","N/A","N/A","N/A","N/A","124","","34","244","N/A","N/A","N/A","N/A","n/e","N/A","n/e","28"
"Bosnia and Herz. (BA)","14.08.2021 08:00 - 14.08.2021 09:00 (CET)","N/A","861","N/A","N/A","N/A","N/A","N/A","N/A","N/A","142","","24","303","N/A","N/A","N/A","N/A","n/e","N/A","n/e","23"
"Bosnia and Herz. (BA)","14.08.2021 09:00 - 14.08.2021 10:00 (CET)","N/A","864","N/A","N/A","N/A","N/A","N/A","N/A","N/A","142","","58","293","N/A","N/A","N/A","N/A","n/e","N/A","n/e","28"
"Bosnia and Herz. (BA)","14.08.2021 10:00 - 14.08.2021 11:00 (CET)","N/A","854","N/A","N/A","N/A","N/A","N/A","N/A","N/A","135","","137","240","N/A","N/A","N/A","N/A","n/e","N/A","n/e","41"
"Bosnia and Herz. (BA)","14.08.2021 11:00 - 14.08.2021 12:00 (CET)","N/A","839","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","180","307","N/A","N/A","N/A","N/A","n/e","N/A","n/e","60"
"Bosnia and Herz. (BA)","14.08.2021 12:00 - 14.08.2021 13:00 (CET)","N/A","838","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","176","300","N/A","N/A","N/A","N/A","n/e","N/A","n/e","64"
"Bosnia and Herz. (BA)","14.08.2021 13:00 - 14.08.2021 14:00 (CET)","N/A","815","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","183","310","N/A","N/A","N/A","N/A","n/e","N/A","n/e","44"
"Bosnia and Herz. (BA)","14.08.2021 14:00 - 14.08.2021 15:00 (CET)","N/A","818","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","179","283","N/A","N/A","N/A","N/A","n/e","N/A","n/e","30"
"Bosnia and Herz. (BA)","14.08.2021 15:00 - 14.08.2021 16:00 (CET)","N/A","817","N/A","N/A","N/A","N/A","N/A","N/A","N/A","35","","144","255","N/A","N/A","N/A","N/A","n/e","N/A","n/e","22"
"Bosnia and Herz. (BA)","14.08.2021 16:00 - 14.08.2021 17:00 (CET)","N/A","808","N/A","N/A","N/A","N/A","N/A","N/A","N/A","199","","98","298","N/A","N/A","N/A","N/A","n/e","N/A","n/e","21"
"Bosnia and Herz. (BA)","14.08.2021 17:00 - 14.08.2021 18:00 (CET)","N/A","792","N/A","N/A","N/A","N/A","N/A","N/A","N/A","216","","143","313","N/A","N/A","N/A","N/A","n/e","N/A","n/e","25"
"Bosnia and Herz. (BA)","14.08.2021 18:00 - 14.08.2021 19:00 (CET)","N/A","788","N/A","N/A","N/A","N/A","N/A","N/A","N/A","216","","153","311","N/A","N/A","N/A","N/A","n/e","N/A","n/e","30"
"Bosnia and Herz. (BA)","14.08.2021 19:00 - 14.08.2021 20:00 (CET)","N/A","783","N/A","N/A","N/A","N/A","N/A","N/A","N/A","215","","217","314","N/A","N/A","N/A","N/A","n/e","N/A","n/e","26"
"Bosnia and Herz. (BA)","14.08.2021 20:00 - 14.08.2021 21:00 (CET)","N/A","802","N/A","N/A","N/A","N/A","N/A","N/A","N/A","215","","240","331","N/A","N/A","N/A","N/A","n/e","N/A","n/e","22"
"Bosnia and Herz. (BA)","14.08.2021 21:00 - 14.08.2021 22:00 (CET)","N/A","816","N/A","N/A","N/A","N/A","N/A","N/A","N/A","214","","223","315","N/A","N/A","N/A","N/A","n/e","N/A","n/e","14"
"Bosnia and Herz. (BA)","14.08.2021 22:00 - 14.08.2021 23:00 (CET)","N/A","824","N/A","N/A","N/A","N/A","N/A","N/A","N/A","213","","112","279","N/A","N/A","N/A","N/A","n/e","N/A","n/e","11"
"Bosnia and Herz. (BA)","14.08.2021 23:00 - 15.08.2021 00:00 (CET)","N/A","812","N/A","N/A","N/A","N/A","N/A","N/A","N/A","34","","116","321","N/A","N/A","N/A","N/A","n/e","N/A","n/e","8"
"Bosnia and Herz. (BA)","15.08.2021 00:00 - 15.08.2021 01:00 (CET)","N/A","821","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","","181","239","N/A","N/A","N/A","N/A","n/e","N/A","n/e","7"
"Bosnia and Herz. (BA)","15.08.2021 01:00 - 15.08.2021 02:00 (CET)","N/A","818","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","","188","199","N/A","N/A","N/A","N/A","n/e","N/A","n/e","7"
"Bosnia and Herz. (BA)","15.08.2021 02:00 - 15.08.2021 03:00 (CET)","N/A","825","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","","178","158","N/A","N/A","N/A","N/A","n/e","N/A","n/e","9"
"Bosnia and Herz. (BA)","15.08.2021 03:00 - 15.08.2021 04:00 (CET)","N/A","833","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","","175","127","N/A","N/A","N/A","N/A","n/e","N/A","n/e","10"
"Bosnia and Herz. (BA)","15.08.2021 04:00 - 15.08.2021 05:00 (CET)","N/A","825","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","","62","77","N/A","N/A","N/A","N/A","n/e","N/A","n/e","5"
"Bosnia and Herz. (BA)","15.08.2021 05:00 - 15.08.2021 06:00 (CET)","N/A","832","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","","16","100","N/A","N/A","N/A","N/A","n/e","N/A","n/e","9"
"Bosnia and Herz. (BA)","15.08.2021 06:00 - 15.08.2021 07:00 (CET)","N/A","839","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","16","92","N/A","N/A","N/A","N/A","n/e","N/A","n/e","3"
"Bosnia and Herz. (BA)","15.08.2021 07:00 - 15.08.2021 08:00 (CET)","N/A","824","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","37","92","N/A","N/A","N/A","N/A","n/e","N/A","n/e","3"
"Bosnia and Herz. (BA)","15.08.2021 08:00 - 15.08.2021 09:00 (CET)","N/A","807","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","120","46","N/A","N/A","N/A","N/A","n/e","N/A","n/e","2"
"Bosnia and Herz. (BA)","15.08.2021 09:00 - 15.08.2021 10:00 (CET)","N/A","798","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","165","28","N/A","N/A","N/A","N/A","n/e","N/A","n/e","2"
"Bosnia and Herz. (BA)","15.08.2021 10:00 - 15.08.2021 11:00 (CET)","N/A","784","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","192","36","N/A","N/A","N/A","N/A","n/e","N/A","n/e","2"
"Bosnia and Herz. (BA)","15.08.2021 11:00 - 15.08.2021 12:00 (CET)","N/A","768","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","202","48","N/A","N/A","N/A","N/A","n/e","N/A","n/e","2"
"Bosnia and Herz. (BA)","15.08.2021 12:00 - 15.08.2021 13:00 (CET)","N/A","768","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","","222","99","N/A","N/A","N/A","N/A","n/e","N/A","n/e","2"
"Bosnia and Herz. (BA)","15.08.2021 13:00 - 15.08.2021 14:00 (CET)","N/A","772","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","","212","116","N/A","N/A","N/A","N/A","n/e","N/A","n/e","3"
"Bosnia and Herz. (BA)","15.08.2021 14:00 - 15.08.2021 15:00 (CET)","N/A","783","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","","106","133","N/A","N/A","N/A","N/A","n/e","N/A","n/e","19"
"Bosnia and Herz. (BA)","15.08.2021 15:00 - 15.08.2021 16:00 (CET)","N/A","784","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","","69","150","N/A","N/A","N/A","N/A","n/e","N/A","n/e","40"
"Bosnia and Herz. (BA)","15.08.2021 16:00 - 15.08.2021 17:00 (CET)","N/A","758","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","63","169","N/A","N/A","N/A","N/A","n/e","N/A","n/e","55"
"Bosnia and Herz. (BA)","15.08.2021 17:00 - 15.08.2021 18:00 (CET)","N/A","741","N/A","N/A","N/A","N/A","N/A","N/A","N/A","36","","121","227","N/A","N/A","N/A","N/A","n/e","N/A","n/e","56"
"Bosnia and Herz. (BA)","15.08.2021 18:00 - 15.08.2021 19:00 (CET)","N/A","747","N/A","N/A","N/A","N/A","N/A","N/A","N/A","166","","70","224","N/A","N/A","N/A","N/A","n/e","N/A","n/e","52"
"Bosnia and Herz. (BA)","15.08.2021 19:00 - 15.08.2021 20:00 (CET)","N/A","792","N/A","N/A","N/A","N/A","N/A","N/A","N/A","218","","81","248","N/A","N/A","N/A","N/A","n/e","N/A","n/e","37"
"Bosnia and Herz. (BA)","15.08.2021 20:00 - 15.08.2021 21:00 (CET)","N/A","877","N/A","N/A","N/A","N/A","N/A","N/A","N/A","223","","159","290","N/A","N/A","N/A","N/A","n/e","N/A","n/e","21"
"Bosnia and Herz. (BA)","15.08.2021 21:00 - 15.08.2021 22:00 (CET)","N/A","937","N/A","N/A","N/A","N/A","N/A","N/A","N/A","223","","163","248","N/A","N/A","N/A","N/A","n/e","N/A","n/e","3"
"Bosnia and Herz. (BA)","15.08.2021 22:00 - 15.08.2021 23:00 (CET)","N/A","987","N/A","N/A","N/A","N/A","N/A","N/A","N/A","222","","83","187","N/A","N/A","N/A","N/A","n/e","N/A","n/e","2"
"Bosnia and Herz. (BA)","15.08.2021 23:00 - 16.08.2021 00:00 (CET)","N/A","887","N/A","N/A","N/A","N/A","N/A","N/A","N/A","203","","82","202","N/A","N/A","N/A","N/A","n/e","N/A","n/e","2"
"Bosnia and Herz. (BA)","16.08.2021 00:00 - 16.08.2021 01:00 (CET)","N/A","893","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","39","188","N/A","N/A","N/A","N/A","n/e","N/A","n/e","2"
"Bosnia and Herz. (BA)","16.08.2021 01:00 - 16.08.2021 02:00 (CET)","N/A","895","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","11","162","N/A","N/A","N/A","N/A","n/e","N/A","n/e","2"
"Bosnia and Herz. (BA)","16.08.2021 02:00 - 16.08.2021 03:00 (CET)","N/A","895","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","11","150","N/A","N/A","N/A","N/A","n/e","N/A","n/e","3"
"Bosnia and Herz. (BA)","16.08.2021 03:00 - 16.08.2021 04:00 (CET)","N/A","891","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","11","141","N/A","N/A","N/A","N/A","n/e","N/A","n/e","2"
"Bosnia and Herz. (BA)","16.08.2021 04:00 - 16.08.2021 05:00 (CET)","N/A","887","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","11","145","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","16.08.2021 05:00 - 16.08.2021 06:00 (CET)","N/A","884","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","11","175","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","16.08.2021 06:00 - 16.08.2021 07:00 (CET)","N/A","891","N/A","N/A","N/A","N/A","N/A","N/A","N/A","73","","24","224","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","16.08.2021 07:00 - 16.08.2021 08:00 (CET)","N/A","894","N/A","N/A","N/A","N/A","N/A","N/A","N/A","220","","95","285","N/A","N/A","N/A","N/A","n/e","N/A","n/e","2"
"Bosnia and Herz. (BA)","16.08.2021 08:00 - 16.08.2021 09:00 (CET)","N/A","904","N/A","N/A","N/A","N/A","N/A","N/A","N/A","222","","128","293","N/A","N/A","N/A","N/A","n/e","N/A","n/e","3"
"Bosnia and Herz. (BA)","16.08.2021 09:00 - 16.08.2021 10:00 (CET)","N/A","935","N/A","N/A","N/A","N/A","N/A","N/A","N/A","222","","95","319","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","16.08.2021 10:00 - 16.08.2021 11:00 (CET)","N/A","981","N/A","N/A","N/A","N/A","N/A","N/A","N/A","221","","57","320","N/A","N/A","N/A","N/A","n/e","N/A","n/e","2"
"Bosnia and Herz. (BA)","16.08.2021 11:00 - 16.08.2021 12:00 (CET)","N/A","1085","N/A","N/A","N/A","N/A","N/A","N/A","N/A","221","","48","319","N/A","N/A","N/A","N/A","n/e","N/A","n/e","7"
"Bosnia and Herz. (BA)","16.08.2021 12:00 - 16.08.2021 13:00 (CET)","N/A","991","N/A","N/A","N/A","N/A","N/A","N/A","N/A","28","","185","327","N/A","N/A","N/A","N/A","n/e","N/A","n/e","13"
"Bosnia and Herz. (BA)","16.08.2021 13:00 - 16.08.2021 14:00 (CET)","N/A","973","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","193","332","N/A","N/A","N/A","N/A","n/e","N/A","n/e","22"
"Bosnia and Herz. (BA)","16.08.2021 14:00 - 16.08.2021 15:00 (CET)","N/A","1123","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","237","362","N/A","N/A","N/A","N/A","n/e","N/A","n/e","29"
"Bosnia and Herz. (BA)","16.08.2021 15:00 - 16.08.2021 16:00 (CET)","N/A","1195","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","236","346","N/A","N/A","N/A","N/A","n/e","N/A","n/e","33"
"Bosnia and Herz. (BA)","16.08.2021 16:00 - 16.08.2021 17:00 (CET)","N/A","963","N/A","N/A","N/A","N/A","N/A","N/A","N/A","34","","204","306","N/A","N/A","N/A","N/A","n/e","N/A","n/e","29"
"Bosnia and Herz. (BA)","16.08.2021 17:00 - 16.08.2021 18:00 (CET)","N/A","961","N/A","N/A","N/A","N/A","N/A","N/A","N/A","196","","179","248","N/A","N/A","N/A","N/A","n/e","N/A","n/e","17"
"Bosnia and Herz. (BA)","16.08.2021 18:00 - 16.08.2021 19:00 (CET)","N/A","971","N/A","N/A","N/A","N/A","N/A","N/A","N/A","201","","218","199","N/A","N/A","N/A","N/A","n/e","N/A","n/e","12"
"Bosnia and Herz. (BA)","16.08.2021 19:00 - 16.08.2021 20:00 (CET)","N/A","834","N/A","N/A","N/A","N/A","N/A","N/A","N/A","203","","228","226","N/A","N/A","N/A","N/A","n/e","N/A","n/e","14"
"Bosnia and Herz. (BA)","16.08.2021 20:00 - 16.08.2021 21:00 (CET)","N/A","999","N/A","N/A","N/A","N/A","N/A","N/A","N/A","219","","238","268","N/A","N/A","N/A","N/A","n/e","N/A","n/e","22"
"Bosnia and Herz. (BA)","16.08.2021 21:00 - 16.08.2021 22:00 (CET)","N/A","1012","N/A","N/A","N/A","N/A","N/A","N/A","N/A","181","","198","190","N/A","N/A","N/A","N/A","n/e","N/A","n/e","24"
"Bosnia and Herz. (BA)","16.08.2021 22:00 - 16.08.2021 23:00 (CET)","N/A","810","N/A","N/A","N/A","N/A","N/A","N/A","N/A","163","","123","169","N/A","N/A","N/A","N/A","n/e","N/A","n/e","43"
"Bosnia and Herz. (BA)","16.08.2021 23:00 - 17.08.2021 00:00 (CET)","N/A","920","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","86","147","N/A","N/A","N/A","N/A","n/e","N/A","n/e","43"
"Bosnia and Herz. (BA)","17.08.2021 00:00 - 17.08.2021 01:00 (CET)","N/A","1043","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","28","83","N/A","N/A","N/A","N/A","n/e","N/A","n/e","51"
"Bosnia and Herz. (BA)","17.08.2021 01:00 - 17.08.2021 02:00 (CET)","N/A","1043","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","16","51","N/A","N/A","N/A","N/A","n/e","N/A","n/e","58"
"Bosnia and Herz. (BA)","17.08.2021 02:00 - 17.08.2021 03:00 (CET)","N/A","1045","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","16","50","N/A","N/A","N/A","N/A","n/e","N/A","n/e","55"
"Bosnia and Herz. (BA)","17.08.2021 03:00 - 17.08.2021 04:00 (CET)","N/A","1050","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","16","19","N/A","N/A","N/A","N/A","n/e","N/A","n/e","62"
"Bosnia and Herz. (BA)","17.08.2021 04:00 - 17.08.2021 05:00 (CET)","N/A","1041","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","16","10","N/A","N/A","N/A","N/A","n/e","N/A","n/e","67"
"Bosnia and Herz. (BA)","17.08.2021 05:00 - 17.08.2021 06:00 (CET)","N/A","1046","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","16","32","N/A","N/A","N/A","N/A","n/e","N/A","n/e","60"
"Bosnia and Herz. (BA)","17.08.2021 06:00 - 17.08.2021 07:00 (CET)","N/A","1049","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","16","180","N/A","N/A","N/A","N/A","n/e","N/A","n/e","52"
"Bosnia and Herz. (BA)","17.08.2021 07:00 - 17.08.2021 08:00 (CET)","N/A","1050","N/A","N/A","N/A","N/A","N/A","N/A","N/A","107","","108","298","N/A","N/A","N/A","N/A","n/e","N/A","n/e","35"
"Bosnia and Herz. (BA)","17.08.2021 08:00 - 17.08.2021 09:00 (CET)","N/A","1049","N/A","N/A","N/A","N/A","N/A","N/A","N/A","141","","189","276","N/A","N/A","N/A","N/A","n/e","N/A","n/e","35"
"Bosnia and Herz. (BA)","17.08.2021 09:00 - 17.08.2021 10:00 (CET)","N/A","1045","N/A","N/A","N/A","N/A","N/A","N/A","N/A","141","","166","260","N/A","N/A","N/A","N/A","n/e","N/A","n/e","40"
"Bosnia and Herz. (BA)","17.08.2021 10:00 - 17.08.2021 11:00 (CET)","N/A","1056","N/A","N/A","N/A","N/A","N/A","N/A","N/A","141","","158","233","N/A","N/A","N/A","N/A","n/e","N/A","n/e","41"
"Bosnia and Herz. (BA)","17.08.2021 11:00 - 17.08.2021 12:00 (CET)","N/A","1051","N/A","N/A","N/A","N/A","N/A","N/A","N/A","141","","180","268","N/A","N/A","N/A","N/A","n/e","N/A","n/e","28"
"Bosnia and Herz. (BA)","17.08.2021 12:00 - 17.08.2021 13:00 (CET)","N/A","1051","N/A","N/A","N/A","N/A","N/A","N/A","N/A","161","","172","337","N/A","N/A","N/A","N/A","n/e","N/A","n/e","21"
"Bosnia and Herz. (BA)","17.08.2021 13:00 - 17.08.2021 14:00 (CET)","N/A","1041","N/A","N/A","N/A","N/A","N/A","N/A","N/A","152","","96","247","N/A","N/A","N/A","N/A","n/e","N/A","n/e","33"
"Bosnia and Herz. (BA)","17.08.2021 14:00 - 17.08.2021 15:00 (CET)","N/A","1028","N/A","N/A","N/A","N/A","N/A","N/A","N/A","141","","111","248","N/A","N/A","N/A","N/A","n/e","N/A","n/e","73"
"Bosnia and Herz. (BA)","17.08.2021 15:00 - 17.08.2021 16:00 (CET)","N/A","1025","N/A","N/A","N/A","N/A","N/A","N/A","N/A","142","","137","257","N/A","N/A","N/A","N/A","n/e","N/A","n/e","41"
"Bosnia and Herz. (BA)","17.08.2021 16:00 - 17.08.2021 17:00 (CET)","N/A","1039","N/A","N/A","N/A","N/A","N/A","N/A","N/A","141","","112","246","N/A","N/A","N/A","N/A","n/e","N/A","n/e","34"
"Bosnia and Herz. (BA)","17.08.2021 17:00 - 17.08.2021 18:00 (CET)","N/A","1035","N/A","N/A","N/A","N/A","N/A","N/A","N/A","141","","54","234","N/A","N/A","N/A","N/A","n/e","N/A","n/e","48"
"Bosnia and Herz. (BA)","17.08.2021 18:00 - 17.08.2021 19:00 (CET)","N/A","968","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","126","351","N/A","N/A","N/A","N/A","n/e","N/A","n/e","47"
"Bosnia and Herz. (BA)","17.08.2021 19:00 - 17.08.2021 20:00 (CET)","N/A","960","N/A","N/A","N/A","N/A","N/A","N/A","N/A","196","","136","291","N/A","N/A","N/A","N/A","n/e","N/A","n/e","50"
"Bosnia and Herz. (BA)","17.08.2021 20:00 - 17.08.2021 21:00 (CET)","N/A","1226","N/A","N/A","N/A","N/A","N/A","N/A","N/A","193","","124","292","N/A","N/A","N/A","N/A","n/e","N/A","n/e","54"
"Bosnia and Herz. (BA)","17.08.2021 21:00 - 17.08.2021 22:00 (CET)","N/A","972","N/A","N/A","N/A","N/A","N/A","N/A","N/A","146","","114","220","N/A","N/A","N/A","N/A","n/e","N/A","n/e","40"
"Bosnia and Herz. (BA)","17.08.2021 22:00 - 17.08.2021 23:00 (CET)","N/A","714","N/A","N/A","N/A","N/A","N/A","N/A","N/A","219","","125","213","N/A","N/A","N/A","N/A","n/e","N/A","n/e","30"
"Bosnia and Herz. (BA)","17.08.2021 23:00 - 18.08.2021 00:00 (CET)","N/A","979","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","17","256","N/A","N/A","N/A","N/A","n/e","N/A","n/e","29"
"Bosnia and Herz. (BA)","18.08.2021 00:00 - 18.08.2021 01:00 (CET)","N/A","976","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","","16","0","N/A","N/A","N/A","N/A","n/e","N/A","n/e","33"
"Bosnia and Herz. (BA)","18.08.2021 01:00 - 18.08.2021 02:00 (CET)","N/A","979","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","","16","0","N/A","N/A","N/A","N/A","n/e","N/A","n/e","31"
"Bosnia and Herz. (BA)","18.08.2021 02:00 - 18.08.2021 03:00 (CET)","N/A","974","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","","16","0","N/A","N/A","N/A","N/A","n/e","N/A","n/e","33"
"Bosnia and Herz. (BA)","18.08.2021 03:00 - 18.08.2021 04:00 (CET)","N/A","966","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","","16","0","N/A","N/A","N/A","N/A","n/e","N/A","n/e","33"
"Bosnia and Herz. (BA)","18.08.2021 04:00 - 18.08.2021 05:00 (CET)","N/A","959","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","","17","0","N/A","N/A","N/A","N/A","n/e","N/A","n/e","33"
"Bosnia and Herz. (BA)","18.08.2021 05:00 - 18.08.2021 06:00 (CET)","N/A","968","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","","17","52","N/A","N/A","N/A","N/A","n/e","N/A","n/e","35"
"Bosnia and Herz. (BA)","18.08.2021 06:00 - 18.08.2021 07:00 (CET)","N/A","978","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","36","154","N/A","N/A","N/A","N/A","n/e","N/A","n/e","41"
"Bosnia and Herz. (BA)","18.08.2021 07:00 - 18.08.2021 08:00 (CET)","N/A","979","N/A","N/A","N/A","N/A","N/A","N/A","N/A","89","","152","224","N/A","N/A","N/A","N/A","n/e","N/A","n/e","53"
"Bosnia and Herz. (BA)","18.08.2021 08:00 - 18.08.2021 09:00 (CET)","N/A","979","N/A","N/A","N/A","N/A","N/A","N/A","N/A","144","","158","220","N/A","N/A","N/A","N/A","n/e","N/A","n/e","51"
"Bosnia and Herz. (BA)","18.08.2021 09:00 - 18.08.2021 10:00 (CET)","N/A","982","N/A","N/A","N/A","N/A","N/A","N/A","N/A","143","","168","254","N/A","N/A","N/A","N/A","n/e","N/A","n/e","51"
"Bosnia and Herz. (BA)","18.08.2021 10:00 - 18.08.2021 11:00 (CET)","N/A","976","N/A","N/A","N/A","N/A","N/A","N/A","N/A","87","","191","254","N/A","N/A","N/A","N/A","n/e","N/A","n/e","59"
"Bosnia and Herz. (BA)","18.08.2021 11:00 - 18.08.2021 12:00 (CET)","N/A","1002","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","213","232","N/A","N/A","N/A","N/A","n/e","N/A","n/e","70"
"Bosnia and Herz. (BA)","18.08.2021 12:00 - 18.08.2021 13:00 (CET)","N/A","1025","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","269","274","N/A","N/A","N/A","N/A","n/e","N/A","n/e","39"
"Bosnia and Herz. (BA)","18.08.2021 13:00 - 18.08.2021 14:00 (CET)","N/A","1030","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","285","262","N/A","N/A","N/A","N/A","n/e","N/A","n/e","45"
"Bosnia and Herz. (BA)","18.08.2021 14:00 - 18.08.2021 15:00 (CET)","N/A","1029","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","273","225","N/A","N/A","N/A","N/A","n/e","N/A","n/e","43"
"Bosnia and Herz. (BA)","18.08.2021 15:00 - 18.08.2021 16:00 (CET)","N/A","1019","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","254","223","N/A","N/A","N/A","N/A","n/e","N/A","n/e","48"
"Bosnia and Herz. (BA)","18.08.2021 16:00 - 18.08.2021 17:00 (CET)","N/A","1030","N/A","N/A","N/A","N/A","N/A","N/A","N/A","60","","248","207","N/A","N/A","N/A","N/A","n/e","N/A","n/e","57"
"Bosnia and Herz. (BA)","18.08.2021 17:00 - 18.08.2021 18:00 (CET)","N/A","789","N/A","N/A","N/A","N/A","N/A","N/A","N/A","152","","229","148","N/A","N/A","N/A","N/A","n/e","N/A","n/e","59"
"Bosnia and Herz. (BA)","18.08.2021 18:00 - 18.08.2021 19:00 (CET)","N/A","1091","N/A","N/A","N/A","N/A","N/A","N/A","N/A","217","","164","238","N/A","N/A","N/A","N/A","n/e","N/A","n/e","61"
"Bosnia and Herz. (BA)","18.08.2021 19:00 - 18.08.2021 20:00 (CET)","N/A","1099","N/A","N/A","N/A","N/A","N/A","N/A","N/A","217","","148","221","N/A","N/A","N/A","N/A","n/e","N/A","n/e","84"
"Bosnia and Herz. (BA)","18.08.2021 20:00 - 18.08.2021 21:00 (CET)","N/A","1100","N/A","N/A","N/A","N/A","N/A","N/A","N/A","216","","143","367","N/A","N/A","N/A","N/A","n/e","N/A","n/e","76"
